<Ticker>,<DTYYYYMMDD>,<OpenFixed>,<HighFixed>,<LowFixed>,<CloseFixed>,<Volume>,<Open>,<High>,<Low>,<Close>,<VolumeDeal>,<VolumeFB>,<VolumeFS>
TBD,20150528,11.43,11.43,11.43,11.43,8300,34.00,34.00,34.00,34.00,0,0,0
TBD,20150526,11.43,11.43,11.26,11.26,10500,34.00,34.00,33.50,33.50,0,0,0
TBD,20150525,11.43,11.43,11.43,11.43,11000,34.00,34.00,34.00,34.00,0,0,0
TBD,20150522,11.42,11.42,11.42,11.43,11500,34.00,34.00,34.00,34.00,0,0,0
TBD,20150521,11.77,11.77,11.77,11.76,3500,35.00,35.00,35.00,35.00,0,0,0
TBD,20150519,11.43,11.43,11.43,11.43,10000,34.00,34.00,34.00,34.00,0,0,0
TBD,20150518,11.46,11.46,11.43,11.43,6600,34.10,34.10,34.00,34.00,0,0,0
TBD,20150515,11.46,11.46,11.43,11.43,8000,34.10,34.10,34.00,34.00,0,0,0
TBD,20150513,11.46,11.46,11.42,11.43,13000,34.10,34.10,34.00,34.00,0,0,0
TBD,20150512,11.77,11.77,11.77,11.76,4300,35.00,35.00,35.00,35.00,0,0,0
TBD,20150511,11.43,11.43,11.43,11.43,6000,34.00,34.00,34.00,34.00,0,0,0
TBD,20150508,11.77,11.93,11.77,11.93,11500,35.00,35.50,35.00,35.50,0,0,0
TBD,20150507,11.43,11.43,11.43,11.43,6000,34.00,34.00,34.00,34.00,0,0,0
TBD,20150506,11.26,11.26,11.26,11.26,6000,33.50,33.50,33.50,33.50,0,0,0
TBD,20150505,10.75,11.59,10.75,11.60,20900,32.00,34.50,32.00,34.50,0,0,0
TBD,20150427,11.10,11.10,11.10,11.09,4700,33.00,33.00,33.00,33.00,0,0,0
TBD,20150424,11.59,11.59,11.59,11.60,18000,34.50,34.50,34.50,34.50,0,0,0
TBD,20150423,12.14,12.14,11.77,11.76,23800,36.10,36.10,35.00,35.00,0,0,0
TBD,20150422,12.27,12.27,12.27,12.27,15500,36.50,36.50,36.50,36.50,0,0,0
TBD,20150421,12.44,12.44,12.44,12.44,15000,37.00,37.00,37.00,37.00,0,0,0
TBD,20150420,12.60,12.60,12.60,12.61,12000,37.50,37.50,37.50,37.50,0,0,0
TBD,20150417,12.78,12.78,12.78,12.77,8700,38.00,38.00,38.00,38.00,0,0,0
TBD,20150416,12.94,13.28,12.94,13.28,22000,38.50,39.50,38.50,39.50,0,0,0
TBD,20150415,13.45,13.45,12.94,12.94,28900,40.00,40.00,38.50,38.50,0,0,0
TBD,20150414,13.04,13.11,12.94,13.11,20300,38.80,39.00,38.50,39.00,0,0,0
TBD,20150413,12.78,13.08,12.78,12.94,43000,38.00,38.90,38.00,38.50,0,0,0
TBD,20150410,12.44,12.44,12.44,12.44,26700,37.00,37.00,37.00,37.00,0,0,0
TBD,20150409,12.27,12.27,12.27,12.27,1500,36.50,36.50,36.50,36.50,0,0,0
TBD,20150408,12.27,12.27,12.27,12.27,8600,36.50,36.50,36.50,36.50,0,0,0
TBD,20150407,12.44,12.44,12.44,12.44,20000,37.00,37.00,37.00,37.00,0,0,0
TBD,20150406,12.61,12.61,12.44,12.44,17000,37.50,37.50,37.00,37.00,0,0,0
TBD,20150403,12.44,12.44,12.44,12.44,100,37.00,37.00,37.00,37.00,0,0,0
TBD,20150402,12.44,12.44,12.44,12.44,30300,37.00,37.00,37.00,37.00,0,0,0
TBD,20150401,12.27,12.27,12.27,12.27,1700,36.50,36.50,36.50,36.50,0,0,0
TBD,20150331,12.44,12.44,12.44,12.44,3900,37.00,37.00,37.00,37.00,0,0,0
TBD,20150330,12.60,12.60,12.60,12.61,4000,37.50,37.50,37.50,37.50,0,0,0
TBD,20150327,12.95,12.95,12.95,12.94,11600,38.50,38.50,38.50,38.50,0,0,0
TBD,20150326,13.45,13.45,13.45,13.45,100,40.00,40.00,40.00,40.00,0,0,0
TBD,20150325,12.77,13.11,12.77,13.11,3100,38.00,39.00,38.00,39.00,0,0,0
TBD,20150324,12.44,12.77,12.44,12.77,12300,37.00,38.00,37.00,38.00,0,0,0
TBD,20150323,11.66,12.43,11.66,12.10,17100,34.70,37.00,34.70,36.00,0,0,0
TBD,20150320,12.97,12.97,11.83,12.77,36900,38.60,38.60,35.20,38.00,0,0,0
TBD,20150319,11.09,11.83,11.09,11.83,29000,33.00,35.20,33.00,35.20,0,0,0
TBD,20150318,10.82,10.82,10.25,10.82,18800,32.20,32.20,30.50,32.20,0,0,0
TBD,20150317,8.10,9.84,8.10,9.85,46000,24.10,29.30,24.10,29.30,0,0,0
TBD,20150316,8.98,8.98,8.98,8.97,26800,26.70,26.70,26.70,26.70,0,0,0
TBD,20150313,8.17,8.17,8.17,8.17,8900,24.30,24.30,24.30,24.30,0,0,0
TBD,20150312,7.43,7.43,7.43,7.43,11100,22.10,22.10,22.10,22.10,0,0,0
TBD,20150311,6.75,6.75,6.75,6.76,200,20.10,20.10,20.10,20.10,0,0,0
TBD,20150310,6.15,6.15,6.15,6.15,500,18.30,18.30,18.30,18.30,0,0,0
TBD,20150309,4.98,5.95,4.98,5.95,900,14.80,17.70,14.80,17.70,0,0,0
TBD,20150306,4.94,5.84,4.94,5.85,200,14.70,17.40,14.70,17.40,0,0,0
TBD,20150305,5.34,5.34,5.34,5.34,500,15.90,15.90,15.90,15.90,0,0,0
TBD,20150304,4.87,4.87,4.87,4.87,300,14.50,14.50,14.50,14.50,0,0,0
TBD,20150303,5.31,5.31,5.31,5.31,1000,15.80,15.80,15.80,15.80,0,0,0
TBD,20150227,4.84,4.84,4.84,4.84,100,14.40,14.40,14.40,14.40,0,0,0
TBD,20150212,4.84,4.84,4.84,4.84,300,14.40,14.40,14.40,14.40,0,0,0
TBD,20150211,4.87,4.87,4.84,4.84,200,14.50,14.50,14.40,14.40,0,0,0
TBD,20150209,4.84,4.84,4.84,4.84,500,14.40,14.40,14.40,14.40,0,0,0
TBD,20150206,4.84,4.84,4.84,4.84,100,14.40,14.40,14.40,14.40,0,0,0
TBD,20150204,4.81,5.38,4.81,4.84,400,14.30,16.00,14.30,14.40,84525,0,0
TBD,20150203,5.31,5.31,5.31,5.31,1000,15.80,15.80,15.80,15.80,0,0,0
TBD,20150130,4.84,4.84,4.84,4.84,100,14.40,14.40,14.40,14.40,0,0,0
TBD,20150128,4.84,4.84,4.84,4.84,400,14.40,14.40,14.40,14.40,0,0,0
TBD,20150127,4.84,4.84,4.84,4.84,100,14.40,14.40,14.40,14.40,0,0,0
TBD,20150126,4.91,4.91,4.84,4.84,200,14.60,14.60,14.40,14.40,0,0,0
TBD,20150123,5.04,5.04,5.04,5.04,2100,15.00,15.00,15.00,15.00,0,0,0
TBD,20150122,4.81,4.84,4.81,4.84,200,14.30,14.40,14.30,14.40,0,0,0
TBD,20150115,4.81,4.81,4.81,4.81,100,14.30,14.30,14.30,14.30,0,0,0
TBD,20150114,4.81,4.84,4.81,4.81,6400,14.30,14.40,14.30,14.30,0,0,0
TBD,20150113,4.81,4.81,4.81,4.81,200,14.30,14.30,14.30,14.30,0,0,0
TBD,20150109,4.81,4.81,4.81,4.81,200,14.30,14.30,14.30,14.30,0,0,0
TBD,20150108,4.81,4.81,4.81,4.81,200,14.30,14.30,14.30,14.30,0,0,0
TBD,20150107,4.81,4.81,4.81,4.81,100,14.30,14.30,14.30,14.30,0,0,0
TBD,20141231,4.84,4.84,4.37,4.84,400,14.40,14.40,13.00,14.40,11778,0,0
TBD,20141230,4.88,4.91,4.74,4.74,300,14.50,14.60,14.10,14.10,0,0,0
TBD,20141229,4.91,4.91,4.91,4.91,300,14.60,14.60,14.60,14.60,0,0,0
TBD,20141226,4.91,4.91,4.91,4.91,200,14.60,14.60,14.60,14.60,0,0,0
TBD,20141225,4.94,4.94,4.94,4.94,100,14.70,14.70,14.70,14.70,0,0,0
TBD,20141224,4.97,4.97,4.97,4.97,100,14.80,14.80,14.80,14.80,0,0,0
TBD,20141219,4.97,4.97,4.97,4.97,100,14.80,14.80,14.80,14.80,0,0,0
TBD,20141217,4.97,4.97,4.97,4.97,200,14.80,14.80,14.80,14.80,0,0,0
TBD,20141211,4.97,4.97,4.91,4.97,400,14.80,14.80,14.60,14.80,0,0,0
TBD,20141209,4.94,4.94,4.94,4.94,1200,14.70,14.70,14.70,14.70,0,0,0
TBD,20141208,4.94,4.94,4.94,4.94,200,14.70,14.70,14.70,14.70,0,0,0
TBD,20141204,5.11,5.11,5.11,5.11,200,15.20,15.20,15.20,15.20,0,0,0
TBD,20141202,5.41,5.41,5.41,5.41,100,16.10,16.10,16.10,16.10,0,0,0
TBD,20141127,5.71,5.71,5.71,5.71,100,17.00,17.00,17.00,17.00,0,0,0
TBD,20141126,6.32,6.32,6.32,6.32,200,18.80,18.80,18.80,18.80,0,0,0
TBD,20141118,5.75,5.75,5.75,5.75,100,17.10,17.10,17.10,17.10,0,0,0
TBD,20141117,5.75,6.42,5.75,6.42,400,17.10,19.10,17.10,19.10,0,0,0
TBD,20141114,6.38,6.38,6.38,6.39,100,19.00,19.00,19.00,19.00,0,0,0
TBD,20141111,6.72,6.72,6.72,6.72,3000,20.00,20.00,20.00,20.00,0,0,0
TBD,20141106,6.59,6.59,6.59,6.59,200,19.60,19.60,19.60,19.60,0,0,0
TBD,20141105,5.85,7.09,5.85,7.09,600,17.40,21.10,17.40,21.10,0,0,0
TBD,20141104,6.45,6.45,6.45,6.45,100,19.20,19.20,19.20,19.20,0,0,0
TBD,20141103,5.88,5.88,5.88,5.88,100,17.50,17.50,17.50,17.50,0,0,0
TBD,20141031,6.12,6.12,6.12,6.12,100,18.20,18.20,18.20,18.20,0,0,0
TBD,20141030,6.69,6.69,6.69,6.69,100,19.90,19.90,19.90,19.90,0,0,0
TBD,20141029,7.43,7.43,7.43,7.43,100,22.10,22.10,22.10,22.10,0,0,0
TBD,20141028,8.24,8.24,8.24,8.24,100,24.50,24.50,24.50,24.50,0,0,0
TBD,20141027,7.49,7.49,7.49,7.50,100,22.30,22.30,22.30,22.30,0,0,0
TBD,20141021,6.82,6.82,6.82,6.82,100,20.30,20.30,20.30,20.30,0,0,0
